review,sentiment
"Now, I like sci-fi cartoons. However, when ""Robotboy"" appeared in Canada in late 2006, I watched the premiere and was inevitably appalled. The characters are generic and stereotypical (Do they REALLY need to make an African-American man wear tiger-stripe print clothing and speak in a Jamacian accent? WHY are all the Asian characters vibrant yellow and squinting? Does the mother HAVE to have big thighs and chest and constantly complain?) to the point where things become unrealistic, predictable, gross and sometimes disturbing. There are heavy similarities to, even stabs, at Astro Boy. Allow me to explain (dub names for the young): Robotboy/Astro, Kamikaze/Tenma, Constantine/Shadow, Gus/Abercrombie, Tommy/Alejo, Lola/Zoran+Kennedy, Moshimo/O'Shay, and it so on. Brief resemblances to ""My Life As A Teenage Robot"", ""Star Wars"", ""Teenage Mutant Ninja Turtles"", ""Kamen Riders"", ""Sailor Moon"" and co. are afoot. Not to mention the abundant racial/gender stereotyping. Don't even get me started on the innuendos. I'll just say they're hidden and quite dirty. But seriously. Don't even try watching this. Especially if you like Astro Boy.",negative
"This is one of the worst films I've seen for years. The storyline has potential that is never realized. The actors are a poor choice, but considering the screen writing, their talent isn't wasted. I really wanted everyone dead as quickly as possible so I could get out and watch something else. Unfortunately, I did stay to the end and had a laugh at the murmurs of people moaning about how crappy this is. There wasn't booing, after all, this is England, just gentle moans about how crap that was. Then, I look on IMDb and see 288 people have given it 10 out of 10. I really just cannot see how those people are able to give that score. They must be a PR company working with the distributor. There's a hilarious set problem towards the end of the film, when in the graveyard and the hick attacks, look out for the dodgy scenery that rocks when touched (supposed to be a brick wall) - the blood effects are waaaay OTT - the film feels like everyone is making a spoof horror except the Director.",negative
"I really wanted to like The Pillow Book. Intriguing story, interesting character outlines, Ewan Macgregor in the utterly glorious altogether. Unfortunately, I hated every minute of it. Greenaway got so enamoured with presenting the movie uniquely, and not to the film's benefit. I won't even get into Vivian Wu's abysmal acting.<br /><br />You get distracted from the story with 4 billion teeny windows and calligraphy that rolls on the bottom of the screen displaying the lyrics of the music that's playing. It seems he lost sight of presenting the actual story and developing the plot, and got entangled with foo-foo embellishments that have nothing to do with anything. It's a bit like presenting a John Singer Sargeant portrait in a chintzy Hallmark frame that says ""GRANDMA LOVES ME!"" in big sparkly letters.<br /><br />This movie seems to be a casualty of the director auteur's ego instead of what it could have been - disturbingly and horrifyingly beautiful. In another director's hands (Jeunet? Coppola?), it could have been a masterpiece. In Greenaway's hands, it's best relegated to fine arts classes that also take themselves too seriously.",negative
"This movie is full of pseudo deep thoughtfulness and it's cloying in its writerly-ness, that includes a canned ham voice-over and some unbelievable dialogue. Dialogue that is tinny and tone deaf the way Spike sometimes (not always) is when writing ""certain"" characters. For those that like nonsense films like Pieces of April and One Hour Photo, this is another one for you.<br /><br />That said, this comment is nothing against Ryan Gosling who has shown his awesome chops in The Believer. A film that proves that movies are a director's medium, and when a movie is rotten it's fair to say the fault lies there and not in the actors.",negative
"This is only the second time I stopped a video/DVD part way through.<br /><br />I was willing to give this film the benefit of the doubt at first, even though it managed to be both shallow, clichéd and stupid.. AND joyless, plodding and pretentious.<br /><br />It was like an After School Special directed by that weird grade nine kid who thinks nobody understands him... creepy and sad, with voice-over narration that only the most deluded adolescent would consider poetry... and some singing, and... no, really, the poor child's suffering...<br /><br />Enough, already, especially when it morphed into a brazen, clumsy, and insulting Clockwork Orange ripoff. And did I mention the singing?<br /><br />This isn't the worst film I've ever seen, but certainly the one I've felt least compelled to sit through. I don't recommend it to anyone.",negative
"I thought this had the right blend of character, plot, futuristic stuff and special effects without going over board. It will take a while to get going, but the acting was good and I was intrigued by the angel who is not to hard to look at. I like the attitude too! Certainly not like other attempts at futuristic stories.",positive
"First and foremost this movie has the stupidest plot of any movie I have ever seen, and unfortunately I had to see this one. I was flipping through channels one day and stumbled upon this lousy excuse for a movie, and it confirmed what I have been saying for a long time. Carrot Top is not an actor, and IS NOT funny in the slightest sense. He acts like he's a great comedian and thinks he commands the audiences attention. Frankly he has the acting ability of a 10 year old class clown, scratch that less than a 10 year old's ability to compare them to Carrot Top would be a grave insult upon their good name. This movie tries to be funny using dull one liners which all seem to have been lifted from 50's cartoons. By the end I would have done anything to erase my memory of this movie, but sadly the memories stay with me. The only thing I can do is to warn others to never to watch this movie. However it proves the rumors true Carrot Top can't act worth a damn.",negative
"I really enjoyed this movie and it was a little difficult do that when your brother is making stupid comments in it ever 30 seconds. But this movie I enjoyed, mostly because I'm used to the usual HK action films. Most of the films like this are don't watch it for the story line, watch it for the mindless action. And mindless action is right. You get to see Jet Li Jump, spin, kick, punch, shoot, make impossible jumps and dodge countless bullets. It's true that this movie was released to a broader audience after Li was in Lethal Weapon 4. That is one of the reasons the ratings on this movie dropped. Most people were probably expecting to see a movie that was as polished as a North American film. But you need to remember most HK film budgets aren't nearly as high as a North American film, and the style in a HK action film is usually very different usually requiring in wire work in a lot of them. If you want to see a good action film you should see this just try to ignore the dubbing.<br /><br />My rating was an 8.",positive
"I enjoyed this show, it was on in the uk, but not at peak time, and they seemed to move it all over the schedules so I wasn't able to watch them all. I was surprised when it didn't return and had no i idea why, still don't know, but i guess that's not important.<br /><br />Great performances from the two leads, they were very believable as friends. The two supporting actresses also added well to the mix. I guess it was part of a whole load of shows that were lifestyle centred, Friends being the obvious main one, but sex in the city came along a few years later.<br /><br />The characters, get take out coffee, they drink at nice bars , that sort of thing, a little woody allenish in a way.",positive
"This was indeed an amazing adaption. I missed the first episode so I unfortunately missed out on the bonding between the characters and the smooth flow of the storyline. But as soon I watched the second and then the third instalment I was just blown away. I ordered the DVD less than a week later and unable to wait for it to come I went straight out and brought the book. From the moment I opened it I was hooked, I just couldn't put it down. I decided to finish the whole book before I dare watch the DVD at all. I preferred the book because it got inside the characters minds, you could understand totally where they were coming from and what there role was within the story. They missed a lot out of the adaption which was disappointing as the book is a master piece and I think they could have done it superbly if they had been able to stretch it over a longer period of time. But considering only being able to be fitted into a 3 hour slot I think it was done excellent. It followed the main twisted storyline brilliantly. And the actors which were enrolled as the main characters where amazing! The love making scene was pure beautiful. It was so tender and loving and just showed how natural homosexual love can be. I was totally blown away with both the book and the TV adaption! I loved both of Sarah Waters previous novels and also found the Tipping the Velvet adaption quite enjoyable. But when I read and watched Fingersmith I knew none of her previous novels/adaption could beat it. Sarah Waters has indeed exceeded herself this time! I recommend that you watch this adaption! If Tipping the Velvet wasn't your thing, then don't let it put you off this one. Fingersmith is a whole new ball game. It is a beautiful yet dark twisted story about love, greed and betrayal...<br /><br />A MUST SEE!",positive
"In the opening scenes of this movie a man shot arrows through his hotel room into another man's bathroom and blew out all the lights. This must have been very hep for 1936, but rather way way out and had nothing to do with the film, Robin Hood did not make an appearance as far as I could see. However, Bette Davis(Daisey Appleby),""The Whales of August"",'87 was very young and attractive and performed one of her best roles in a long career in Hollywood. Daisey never stopped teasing or being very sexy with her nightgowns and so called swim suit on her yacht with George Brent(Johnny Jones),""The Spiral Staircase"",'46. Daisey even proposed marriage to Johnny in a Ferris Wheel upside down and even got a black eye. Davis and Brent made a great couple, one suppose to be very rich and the other a very poor reporter. Off stage, Davis and Brent were having a real torrid love affair, which is good reason why there was sparks when these two appeared in this film. If you liked Bette Davis and George Brent, this is the film for you!",positive
"Saw this on SBS TV here in Australia the other week, where it was titled ""Laputa: Castle in the sky"". I had enabled subtitles and I think SBS provided their own for that, which, as usual, was of very good quality.<br /><br />Just looked up ""Laputa"" on Wikipedia and it confirms what I suspected...the floating island of this tale is taken from the classic Jonathan Swift novel ""Gulliver's travels"", which was published in the early to mid 1700s.<br /><br />Anyway, this is an engaging Japanese fairytale, which features an English speaking voice-cast. It's suitable for young children, I think, but it does run at just over two hours in length, so it may be too long for some, though not for an adult like me.<br /><br />The story concerns two children who seek to find a legendary floating island which has a castle on it. The children are not the only ones looking for this island. They have pirates, the army and spies looking for the island too, and looking to capture the children (Sheeta, the girl, voiced by Anna Paquin, and Pazu, the boy, voiced by James Van Der Beek) in order to help them find it.<br /><br />The graphics are magnificent...sort of photo-realistic at times, especially the scenes of stonework lit by torch-light, or the pretty scenes of bright, sunny days, with white clouds, or mist.<br /><br />Recommended.",positive
"Being a huge die-hard Monkey Island fan, I fugured this one would be terrible since Ron Gilbert didn't make it. Boy was I surprised! Although it's still not as good as the first two, it has the comedy that I wanted. I was a little nervous about the new graphics, new SCUMM engine, and just the fact that it was on a CD. But it all came together, and it was interesting to finally hear the voices of your favorite characters. I especially enjoyed that SWORD FIGHTING had returned. And the whole story about finding the big uncursed ring was just incredible. Go ahead and try out this two-CD adventure. And now we can rejoice, because Monkey Island 4:Escape from Monkey Island is coming out REALLY REALLY soon! This fall!",positive
"I'm hearing rumors of an upcoming ""Leonard Nimoy Demonstrates the Blu-ray Disc"". With advances over the past 25 years ranging from Steady-cam to CGI, it'll be interesting to see if the franchise can be reinvigorated. I just hope it helps to remove the bad taste left in my mouth by that whole Magnavision demonstration fiasco.<br /><br />And yes... ""Leonard Nimoy Demonstrates the Betamax VCR"" was a brilliant milestone in entertainment history. After the tentative ""Leonard Nimoy Demonstrates the Compact Cassette"" and the downright tacky ""Leonard Nimoy Demonstrates the 8-Track Tape"", who would have expected such a glorious piece of cinema? I'm weeping right now just thinking about it.",negative
"I claim no matter how hard I seek I'll never find a better movie version of ""Othello"". If you love Kenneth Branagh's magnificent masterpieces ""Much ado about nothing"" (1993) and ""Hamlet"" (1996) as much as I do I'm dead certain you'll also find Oliver Parker's ""Othello"" irresistible. Laurence Fishburne has been in a various splendid roles during his career. He was quite terrific in ""Boys n the hood"" (1991) - I've always considered his amusing role of Furious Styles as his very greatest achievement. That was, of course, way before I saw this.<br /><br />He plays the part of Othello and he is probably in the most challenging role of his whole career but he does a brilliant, fantastic job. Irène Jacob is absolutely charming Desdemona and Kenneth Branagh is just simply phenomenal in a most fascinating role of the story's crooked, manipulate villain Iago. Marvelous ""Othello"" is part of the absolute elite among Shakespeare's ingenious works. It deals with his favorite topics: crookedness, envy, deceitfulness and jealousy. This movie adaptation is certainly one of the finest films I've seen that's based on William Shakespeare's plays.",positive
"this became a cult movie in chinese college students, though i havnt watched it until it is broadcasted in channel4, UK.<br /><br />full of arty giddy pretentions, the plot is mediocre and unreal; the 'spirit' it wants to convey is how independent artists 'resist the commercisliation of music industry' and maintain their' purity of an artistic soul' and wouldnt 'sell themselves for dirty money'. that is really giddy and superficial; the diologue are mainly pathetic. acting is poor. sceenplay is full of art pretention. it is a fantasy movie for kids and that;s all<br /><br />",negative
"I think this is what this movie wants us to say at the end of the movie! or Damn Australian? I still don't know, but what I know is that I really liked this movie but that couldn't be my favorite movie!<br /><br />Great story with great actors but with a terrible end... To make you cry and say 'Oh, she's so good'... Still, who made it? What really happened? Who's that guy? No answer to these questions...<br /><br />Mysterious movie with a good mark overall... I give it a 8/10, going on the 8.5!",positive
"Footprints is a very interesting movie that is somewhat difficult to categorize. ""Psychological thriller"" is the most appropriate description I can think of. The female protagonist, Alice Cespi, discovers that she doesn't remember anything of the last three days. The only clue she has is a torn photo of a hotel. She is also haunted by a recurring, very vivid, dream about a science fiction movie that she believes she saw many years ago. In her pursuit of the truth behind her amnesia she doesn't trust anyone, but little by little it becomes obvious that she has visited the town where the hotel is located before. This is an exciting flick whose main virtue is that it is virtually impossible to predict how the events will unfold, and particularly, how it will end. The unusual loneliness of the main character and the unreliability of everyone else ensure that the good old paranoid feeling is present throughout the film, whereas beautiful colors and some spectacularly filmed sequences make this a visually attractive movie as well. The important part of the one and only Nicoletta Elmi, everyone's all time favorite redheaded obnoxious child star of Italian horror, is an extra bonus.",positive
"Jonathan Demme's directorial debut for Roger Corman's legendary exploitation outfit New World Pictures rates highly as one of the finest chicks-in-chains 70's grindhouse classics to ever grace celluloid. Beauteous Russ Meyer starlet Eric (""Vixen,"" ""Beyond the Valley of the Dolls"") Gavin gives a robust, winning performance as a brassy, resilient new fish who does her best to persevere in a grimy, hellish penitentiary. The always fabulous Barbara Steele offers a deliciously wicked portrayal as the mean, crippled, sexually frustrated warden (her erotic dream about doing a slow, steamy striptease in front of the lady inmates is a real dilly). Longtime favorite 70's B-movie actress Roberta (""The Arousers,"" ""Unholy Rollers"") Collins delivers a hilariously raunchy and endearing turn as a cheerfully forward, foul-mouthed kleptomaniac felon who tells a gut-busting dirty joke about Pinnochio. Lynda Gold (a.k.a. Crystin Sinclaire of Tobe Hooper's ""Eaten Alive"" and Curtis Harrington's ""Ruby"") makes her lively film debut as uninhibited wildcat Crazy Alice. And the ever-cuddly Cheryl ""Rainbeaux"" Smith does a lovely, touching reprise of her fragile frightened innocent role from ""Lemora: A Child's Tale of the Supernatural."" <br /><br />Although this picture does deliver the expected ample amount of coarse language, nudity, rape and violence, it's still by no means a typically crass and sexist piece of lurid mindless filth; the movie very effectively explores the many ways in which men cruelly exploit women and strongly asserts the pro-feminist notion that women can overcome any obstacles if they band together into a group so they can bravely face their misogynistic oppressors as one mighty fighting force. Demme's zesty, confidant direction comes through with a glorious abundance of astutely observed incidental details and delightful moments of engagingly quirky human behavior. Furthermore, both Tak Fujimoto's vibrant cinematography and John Cale's marvelously dolorous oddball blues score are 100% on the money excellent. Patrick Wright (Sheriff Mack in the uproariously awful cheap-rubber-monster-suit creature feature howler ""Track of the Moonbeast"") has a sidesplitting bit as a jerky cop who has his car stolen by a trio of prison escapees when he stops at a gas station to use the bathroom. Lively, rousing and immensely enjoyable, ""Caged Heat"" qualifies as absolutely essential viewing for 70's drive-in movie fans.",positive
"That is what this movie is. Good God the special effects suck in this movie. It is difficult for anything to suck more than this movie's plot, but the special effects manage to pull it off. Let me try to explain just how bad this movie is.<br /><br />First, there is the plot. There are four punk-ass teenage dirt bikers who are riding around in a forest in Duluth, MN. One of them is a dumb-ass and tries a ridiculous jump and breaks his leg. A paramedic comes to help him, but gets stranded with them when the helicopter breaks. Then all five realize that there is a forest fire, which we see is started by some guy dumping tons of gas all over the forest. All they show us is his boots, and they show scene after scene of this guys boots walking around dumping gas and starting fires. Meanwhile, the teenagers try to escape the fire, only to find that boot man has somehow managed to get ahead of them (while they were speeding through the forest on dirt bikes!), dump gas all over the area they were riding through, and start more fires. He does this several times, and the paramedic finally catches him and starts him on fire. I won't spoil the ending, but this guy's resilience will have you shouting ""WHAT THE BLOODY HELL?!?!"" at the screen. Anyway, they are now surrounded by fire, and their only escape is through a mine which is filled with methane gas. Yes, methane gas. I'm not even going to try to describe the ending, because it is too ridiculous, and you'll enjoy it more if you don't see it coming. Which you won't, because you can't possibly expect what happens. This is because of the second major problem with this movie: consistency.<br /><br />Is some semblance of consistence too much to ask for? Apparently so. I cannot even count the number of broken limbs in this movie (they keep breaking arms and legs while crashing their bikes). I think each character breaks at least one limb, and several more than one. They then limp around until the scene ends, and then forget that they're supposed to have broken limbs. There is one scene where three of them who are supposed to have broken legs start dancing. But then their injuries suddenly return when the plot needs them to.<br /><br />Finally, the CGI. If there is a hell, it consists of watching the fire in this movie. All they did for the forest fires is line the dirt paths with CGI fire. You can clearly see that the only CGI fire is along the paths, and all of the trees more than two feet from the path are left untouched. And then they zoom out and show the whole forest being engulfed in flames. It's hard to describe in words how ridiculous it looks, but I assure you that the ridiculousness is quite impressive.<br /><br />This movie is one of those so-bad-its-good types. There are some occasions where it descends into the painful-bad category, but for the most part it stays above the line and is laughably inept. I can't wait to check out the other Nature Unleashed movies that came in the four-pack with this one.",negative
"A hilarious and insightful perspective of the dating world is portrayed in this off beat comedy by first time writer/director Peter M. Cohen. The story unfolds as the four male protagonists meet weekly at the local diner to confer about their dating woes. We meet Brad: a good-looking, wall-street playboy with a quick-wit and sharp tongue; Zeek: a cynical, sensitive writer; Jonathan: a sexually perplexed nice guy with an affinity for hand creams and masturbation; and Eric: the married guy, who cherishes his weekly encounters with his single friends in hope for some enlightenment to his boring and banal married existence. The trials and tribulations of the men's single lives in New York are amusingly expressed, mirroring that of Sex in the City and HBO's new comedy The Mind of Married Man, and bring an astute light to scamming. The story takes a twist as the three singletons meet Mia--wittily played by Amanda Peet-and all fall for her. She seduces them each with her uncanny ability to conform to the personalities' they exhibit. When they come to realize they have all met and fallen in love with the same woman, they chose her over their friendship. Whipped is a realistic portrayal of the dating world, one that the critic's failed to recognize. In plain language, they missed the point. The protagonist's here are caricatures of real people. The exaggerations are hysterical, mixing satire and humility, and are not to be taken as seriously as the critic's disparagement suggests. See this movie, you'll laugh from start to finish.",positive
This movie is so bad that it actually gets funny. One of the worst movies I've ever seen in my entire life. The funny thing was that the trailer had scenes in it that wasn't in the movie. Just by watching the trailer I would have saved a lot of my time. It actually showed everything that happened in the movie except for the conclusion and that was also so obvious.<br /><br />It's honestly hard to think of a reason why this movie was made. This is just so bad. Horrible. <br /><br />I would give it 0 out of 10 if that would be possible. There is nothing else to say about this movie.,negative
"I am from the Dallas/Fort Worth area and lived in Arlington for a few years. This movie was way off as far as making it look like Arlington. I saw mountains in the background of one scene! Texas doesn't have mountains. I guess that happens when a movie that is supposed to be in Texas is filmed in Canada. The accents are also really bad. They should have gotten actors from Texas to play the parts. There a lot of aspiring actors from Texas out in Hollywood. The movie is really sad though, because it is a true story. I pray that the killer is found and convicted. The one good thing is that bc of her death, we now have the Amber Alert to help find missing children quickly after they are abducted.",negative
"I don't expect a lot from ghost stories, but I do expect a story to make a bit of sense! Is that asking too much from the screenwriters and filmmakers? When the bad guy, all of the sudden, becomes a homicidal maniac solely because a bunch of crows start pecking him, then I have a problem spending $9.00 for a ticket! Alfred Hitchcock would be spinning in his grave. Didn't anyone learn anything in their college Film 101 class? A good movie has at its roots an INTERESTING story!<br /><br />Here are some of the ridiculous messages in this movie: If you have desperate financial problems move from Chicago to the middle of no-where in North Dakota to grow Sunflowers (I kid you not!). If your toddler has serious neurological problems from a car accident move away from some of the best hospitals and speech therapists in the country to an isolated small town, which, at best, has a community hospital. Hire a drifter to live & work with you, out of the blue, without checking any references, when you have a teenage vixen daughter, a wife and toddler. ( I'm glad they're not my parents!) <br /><br />A town where everyone knows everything would have no problem missing a triple homicide, just outside of town. And, of course, blame the man's lunacy on a bad crop of Sunflowers! (Doesn't anything else grow in North Dakota?) A couple of days after you buy your rundown house - with huge vines growing everywhere - that it reminds you of Jack and the Beanstalk, a guy from the X-Files, ala Smoking Man, (I'm glad to see the cigarettes didn't get him, I guess he doesn't inhale!) will just suddenly sneak up on you while you're working to offer you the sale price of your home, plus 15% more, for absolutely no reason!<br /><br />I think you get the picture. I have seen so many godforsaken awful movies in the past month, it just blows my mind! Is it that difficult to make a movie that doesn't treat the audience like an idiot? I'm glad at least the crows in this sorry film turned out to have the some brains! I wish I could say the same for whomever thinks they are going to make money off this celluloid piece of trash!",negative
"I usually don't walk out of a movie, but halfway thru I did. This movie promised something different, but I kept thinking haven't I seen that before? Spoiler Alert! Back in 1, the spaceship crashes and lands on earth, well, all these years later, with a super adult on board no less, this thing still manages to burn up and crash! What, this advanced civilization can't seem to develop landing gear? For an industry that's so liberal, we get to see another Woody Allen movie, no blacks please! Superman runs around saving people, making sure he sticks to Europe and the US, don't go into darkie areas please. Maybe I could stomach this about 30 years ago, but now now.",negative
"In the opinion of several of my friends and family members, including myself, this is the finest of the entire gamut of Tarzan movies. Johnny Weissmuller never played the part as well in the following issues in the series. It definitely rates a ""10"" in my collection of films.",positive
"Great characters, great acting, great dialogue, incredible plot twists in plain language one of the best shows I've ever seen in my life. Do yourself a favor and watch this show, you won't regret it. This show re-writes the book on Sci-Fi!",positive
"THE TEMP (1993) didn't do much theatrical business, but here's the direct-to-video rip-off you didn't want, anyway! Ellen Bradford (Mel Harris) is the new woman at Millennium Investments, a high scale brokerage firm, who starts getting helpful hints from wide-eyed secretary Deidre (Sheila Kelley). Deidre turns out to be an ambitious daddy's girl who will stop at nothing to move up the corporate ladder, including screwing a top broker she can't stand and murdering anyone who gets on her bad side. She digs up skeletons in Ellen's closet, tries to cause problems with her husband (Barry Bostwick), kills while making it look like she is responsible, kidnaps her daughter and tries to get her to embezzle money from the company.<br /><br />Harris and Kelley deliver competent performances, the supporting cast is alright and it's reasonably well put-together, but that doesn't fully compensate for a script that travels down a well-worn path and offers few surprises.",negative
"Over the years I've watched this movie many times from seeing it on ""HBO"" and I now own a copy on DVD. I must say it's very memorable and entertaining in the meantime it's interesting and educational too. As any TV fan can relate to the time of the early 90's when the time came up to replace Johhny Carson the TV living legend of ""The Tonight Show"" who's it gonna be Jay or Dave? This original film from HBO ""The Late Shift"" stays true to form and depicts the real events very well showing the behind the scenes battle between networks heads of NBC and CBS and even ABC they were all fighting for the services of Jay and Dave. The acting makes it seem real as very little actual TV footage is shown with real life people as the actors portraying Leno and Letterman make it seem so real. I haven't read the Bill Carter book so I don't know if it stayed true to the pages, but I have highly enjoyed this film over the years. From the moment when it starts showing CBS entertainment heads watching Leno sub for Johhny and they decide they want to get in on the late night game. Yet when Carson announces his unexpected retirement NBC wants to stay loyal with Leno yet conflict arrives when Letterman wants a crack at the slot at 11:30 too. It was fun to watch the wacky meeting with Michael Ovitz(Treat Williams)who makes all networks want to consider Letterman for a show. It was interesting to see the scene of Johhny telling Letterman by phone in a direct way to walk from NBC and consider CBS. And by the way Rich Little was terrific as Johhny Carson his portrayal couldn't be matched. And plenty of tense moments were provided by showing the bickering and firing of Leno's talent manager Helen which NBC heads pressured him to do. Overall great film that showed what TV is really like and it proves that networks are power and money hungry while showing that's it's a cutthroat business. Clearly there's no business like show business. Great work from HBO very memorable and a watch anytime it showed the true story of the late night wars.",positive
"Well I don't know where to begin. Obviously this was a made for TV movie, so my expectations were low. I was pleasantly surprised by the overall direction of the second hour, but anything before or after that seemed to be a paint by the numbers sort of movie.<br /><br />And talk about bad chemistry between the tow lovebird detectives. ..<br /><br />I would go more in depth, but this movie doesn't really deserve it. Grade: D+ (IMDB rating 3/10)",negative
"Originally aired as an ABC Movie of the Week. This involves two young innocent female college students who are railroaded into a prison camp in a little Southern town. They aren't allowed phone calls and nobody knows they're there. What follows is rape, torture, beatings, humiliation and degradation leading to a very disturbing conclusion.<br /><br />The TV version was (for its time) grim. No nudity and the beatings were pretty tame but the overall feeling of sleaziness wore one down. The unrated version is even worse--there's plentiful nudity, the violence is extreme and, in one particularly disgusting sequence, we see a crying female prisoner forced to strip while a lesbian guard ""uses"" her. YUCK! There's nothing wrong with exploitation films but this one just goes over the brink. You get the feeling that the filmmakers enjoy having these poor women being tortured and degraded--all this is shoved in your face like you're supposed to enjoy it. The needlessly downbeat ending doesn't help.<br /><br />I'm giving it a 3 because the acting is good--but that actually makes the movie harder to watch. A sick, sleazy film. Not recommended.",negative
"In Frank Sinatra's first three films, he was purely a speciality act: ostensibly playing himself, he merely shows up to croon a song during a nightclub sequence in somebody else's movie. In his fourth film, the very enjoyable 'Higher and Higher', Young Blue Eyes transitions into an acting career by playing an actual role ... a task made easier because he's playing himself in a fictional story that gives him a chance to croon a few numbers.<br /><br />Sinatra's entrance is quite funny. Michele Morgan hears a knock at the door, and asks who's there. From outside, a Hoboken-toned voice answers 'Frank Sinatra'. Sure enough...<br /><br />The opening credits of 'Higher and Higher' may confuse some viewers, as the names of songwriters Rodgers and Hart are prominently displayed. In fact, they only contributed one song to this musical: 'Disgustingly Rich', which this cast manage to toss off as a sort of intro to an entirely different song, 'I'm a Debutante'. Interestingly, that Rodgers & Hart song -- one of their weakest -- is perhaps the least enjoyable song in this movie's score; several others are lively up-tempo numbers, notably 'It's a Most Important Affair', 'When It Comes to Love, You're On Your Own' and 'I Saw You First'.<br /><br />Sinatra's good in this movie, but he would do better work (and sing better material) elsewhere. The real merits of 'Higher and Higher' are the delightful turns by some performers who rarely made films. Paul and Grace Hartman were an extremely popular husband-wife dance team who starred in several Broadway revues: genuinely graceful ballroom dancers, they put plenty of physical comedy into their dance material. (Here, Grace does a high kick that knocks a shoe out of Paul's hands.) Grace Hartman, who died of cancer at age 48, did almost no film work, so it's a real pleasure that this film gives us a rare chance to see her close-up, to hear her beautiful singing voice and to notice how sexy she looks in her maid's uniform. After Grace Hartman's death, her husband had a long career as a character actor, just occasionally dancing solo. (Or alongside Ken Berry in one memorable episode of 'Mayberry RFD'.)<br /><br />Also quite attractive in a maid's uniform here in 'Higher and Higher' is the vivacious teenage singer Marcy McGuire. Why didn't this talented girl make more movies? Perhaps she was just a bit too similar in personality to Betty Hutton. I enjoy Hutton's performances but I like Marcy McGuire even better. Near the end of 'Higher and Higher' there's an amusing bit of physical business featuring McGuire and Mary Wickes as waitresses, taking it in turns to move from table to table in a nightclub. The alternating strides of short McGuire and tall gawky Wickes are hilarious! Regrettably, although Leon Errol plays a large role in 'Higher and Higher', he is given almost no comedy business: not once does he do his famous rubber-legged dance. Jack Haley, despite his prominent billing, is also wasted.<br /><br />Very well-represented here is Dooley Wilson, inevitably remembered as Sam from 'Casablanca'. In that film, Wilson did his own singing but faked his keyboard performance of 'As Time Goes By'. (In real life, Wilson couldn't play piano.) Here in 'Higher and Higher', he sings pleasingly and gives some amusing reactions to the other players. Less enjoyable is Mel Odious, I mean Mel Torme. Victor Borge gives a rare film performance here, handling his dialogue deftly but never doing any of the keyboard comedy which he later did successfully in his stage shows.<br /><br />The plot? Forget it. 'Higher and Higher' is nobody's idea of a 'great' musical, but it's an enjoyable delight, and I'll rate it 8 out of 10. Director Tim Whelan, who worked in Britain as well as in Hollywood, deserves to be much better known.",positive
"Written by brilliant Monkees' TV writers Gerald Gardner and Dee Caruso,WHICH WAY TO THE FRONT was the last of the ""Jerry Lewis"" movies until ""Hardly Working"" almost a decade later. Jerry's comedy is evidently an acquired taste, and admittedly he can occasionally be his own worst enemy when he helms as producer/director--but even in the dreariest of his films, there are always moments of brilliance.<br /><br />WHICH WAY manages to be amusing,entertaining and yes,quite funny. It is somewhat unlike any of the typical Lewis films.The pace is very upbeat and ther are lots of excellent supporting players--a kind of JERRY DOES HOGANS HEROES.The whole thing looks kind of like an unsold TV pilot and you will either love it or hate it---but hopefully YOU VILL LAUGH",positive
"Incarcerated train robber near Yuma breaks free his chain-gang and heads for the retired sheriff responsible for killing his wife (as well as a hidden stash of gold which remains hidden thanks to the screenwriter). Attempt to bring the western genre up-to-date with 1970s-style violence and brutality isn't even in the same league as some of the new-fangled westerns which came out of the late-'60s. It is impossibly simple and square, with the female characters merely around as punching-bags and possible rape victims. As the former sheriff back in command, Charlton Heston gives one of his laziest, least-inspired performances ever (he has one good moment, attempting to read a letter and fumbling for his glasses). James Coburn, as the half-mad half-breed, is pretty much on auto-pilot as well, but Coburn has a way of turning even the hoariest dialogue and situations into something prickly and unnerving. It's his show all the way. *1/2 from ****",negative
"It was a Sunday night and I was waiting for the advertised movie on TV. They said it was a comedy! The movie started, 10 minutes passed, after that 30 minutes and I didn't laugh not even once. The fact is that the movie ended and I didn't get even on echance to laugh. PLEASE, someone tickle me, I lost 90 minutes for nothing.",negative
"Uninspired direction leaves a decent cast stranded in a handsome but bland adaptation, in which dialogue seems recited rather than heartfelt, and cash strapped appearances by the ghosts fail to round up any sense of awe or magic; Edward Woodward, as the Ghost of Christmas Present, wobbles around on stilts and seems to be doing an impression of Bernard Cribbins. As Scrooge, George C. Scott is too wry, and he never seems to truly believe in it, which robs his performance of its effect. The scenes in which he's shown his past have as much impact as if he was half-heartedly flicking through his family album. No one else seems to be putting any effort in, except Frank Finlay, who chronically overacts.",negative
"It would be wrong and reprehensible of me to advise you to watch Killjoy 2, you must have better things to do, washing the car, throwing stones in a stream, but at the same time it's nowhere near as awful as you probably think it is. It's almost a proper film, which a lot more than most straight-to-DVD sludge can manage. Killjoy 2 is helped a great deal by Trent Haaga's manic turn as the eponymous clown, he throws himself into the role with such fevered abandonment that he almost tips the scales in the movie's favour, but, of course, it takes more than one man in big shoes. Tammi Sutton gives the most entertaining director cameo since Roger Corman in Creature from the Haunted Sea and the whole thing is nearly destroyed by the rushed, sugary ending. All over the place and almost good fun.",negative
